Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider,Education
LU47289,Kolkata,4008.88,26,No,Extended,18-11-2018,On leave,Female,223828,Rural,Married,46,48091,5281,0.317,4.568,821,16,14,0,9,12,Personal,Excellent,Offer 4,Online,69772.962,Bad,Web designer,Forbes-Roberts,JCB 16 digit,Graduate
MD57251,Mumbai,1563.27,28,No,Extended,09-05-2020,On leave,Male,56377,Urban,Divorced,97,6318,6917,0.199,-0.519,3428,12,43,2,1,16,Corporate,Bad,Offer 1,Branch,79974.761,Bad,Commercial/residential surveyor,Brown-Smith,Maestro,Grade XII
NG60392,Delhi,5002.3,42,No,Basic,13-02-2019,Retired,Male,51831,Rural,Married,148,33196,5344,0.589,5.898,3309,35,23,1,4,16,Privileged,Excellent,Offer 3,Online,14284.185,Average,IT technical support officer,Vaughn and Schultz,JCB 16 digit,Master
NG88586,Pune,7119.29,40,No,Extended,03-12-2020,Unemployed,Male,224608,Rural,Divorced,180,18155,8771,0.772,-4.506,3509,23,96,0,4,11,Special,Good,Offer 2,Branch,29641.62,Not Given,Dramatherapist,Huffman-Wiley,Diners Club / Carte Blanche,PhD
OV50911,Hyderabad,6615.87,29,Yes,Premium,22-08-2020,Retired,Female,288350,Urban,Single,93,23930,5799,0.091,0.079,491,2,16,1,5,16,Corporate,Excellent,Offer 3,Branch,53607.614,Bad,Contractor,Johnson and Diaz,VISA 13 digit,Grade XII
OZ85444,Bhopal,5123.97,31,Yes,Basic,01-10-2019,Employed,Male,459766,Suburban,Widowed,61,24246,2126,0.372,-8.376,986,46,54,2,3,8,Privileged,Good,Offer 3,Online,99117.956,Good,Materials engineer,Burton-Mason,Diners Club / Carte Blanche,Master
RN33351,Hyderabad,7209.7,46,No,Extended,12-07-2020,Retired,Female,53420,Urban,Married,150,32269,7125,0.309,4.802,5180,45,17,2,1,4,Corporate,Bad,Offer 2,Agent,62755.837,Excellent,Tourist information centre manager,Porter-Mitchell,Maestro,PhD
SD98517,Bengaluru,1594.52,45,No,Basic,15-12-2020,On leave,Female,15726,Rural,Single,40,18541,1780,0.117,1.653,1862,20,85,0,0,10,Personal,Bad,Offer 3,Online,32792.073,Not Given,Amenity horticulturist,Smith and Lewis,JCB 15 digit,PhD
SV34512,Bengaluru,2454.52,34,Yes,Extended,28-04-2020,Retired,Female,346107,Suburban,Single,101,22457,5881,0.825,-9.202,136,3,74,0,0,12,Special,Excellent,Offer 4,Other,79924.546,Good,Firefighter,Bennett and Robertson,VISA 13 digit,Master
TA35748,Kolkata,4020.04,38,Yes,Premium,22-04-2020,Retired,Female,483199,Urban,Widowed,202,37594,3822,0.913,2.83,4162,10,59,2,4,8,Special,Average,Offer 1,Call Center,46504.179,Excellent,Contracting civil engineer,Rodriguez-Little,American Express,Grade X
UR38453,Bengaluru,1892.75,34,Yes,Premium,19-06-2018,Unemployed,Female,284921,Rural,Divorced,217,21510,4975,0.44,-0.236,431,38,93,1,3,14,Privileged,Good,Offer 4,Branch,76369.179,Excellent,Travel agency manager,Rios and Chen,Mastercard,Diploma
VK65134,Indore,6323.91,48,Yes,Extended,31-05-2019,Employed,Female,437452,Suburban,Single,52,5565,1058,0.427,-9.107,7261,15,32,0,0,18,Privileged,Bad,Offer 3,Branch,59546.318,Excellent,Horticulturist,Wright-Love,VISA 16 digit,PhD
WO53975,Bhopal,1214.73,34,No,Premium,14-08-2018,Retired,Female,392989,Rural,Married,183,5704,5369,0.765,4.869,2072,1,86,2,4,6,Privileged,Excellent,Offer 2,Agent,34728.832,Bad,Newspaper journalist,Ward and Valdez,JCB 16 digit,Master
XS18439,Bhopal,8715.26,48,No,Premium,02-06-2019,Employed,Female,251074,Suburban,Widowed,173,31129,2540,0.647,9.866,1324,9,51,1,7,13,Personal,Bad,Offer 4,Branch,43189.995,Bad,Writer,Howe PLC,American Express,Graduate
YG31954,Pune,4849.34,34,Yes,Extended,30-01-2020,Employed,Female,409226,Suburban,Widowed,112,5601,3250,0.241,9.915,9021,33,48,1,7,16,Corporate,Excellent,Offer 2,Agent,75415.603,Excellent,Air broker,Johnson-Mathis,American Express,Graduate
ZF49623,Mumbai,9873.14,30,Yes,Premium,10-04-2020,Retired,Male,454163,Rural,Widowed,191,39940,440,0.632,5.919,188,7,85,1,7,4,Privileged,Average,Offer 1,Online,31345.686,Horrible,Theatre manager,Webb and Dorsey,Discover,Graduate
ZL41792,Kolkata,2032.11,34,No,Extended,11-08-2018,Retired,Female,297302,Urban,Married,126,15301,6748,0.024,1.262,6983,16,47,0,5,8,Corporate,Average,Offer 1,Online,22517.012,Not Given,Energy engineer,Reyes and Gibson,VISA 16 digit,Grade XII
ZW53596,Chennai,1323.76,50,Yes,Premium,02-04-2020,Retired,Female,26193,Urban,Married,228,46571,2176,0.066,-6.364,8520,26,59,1,9,17,Personal,Excellent,Offer 2,Branch,63517.408,Average,Professor Emeritus,Stewart and Myers,VISA 13 digit,Master
BP44726,Mumbai,4650.15,44,No,Extended,28-12-2018,On leave,Female,29851,Rural,Widowed,153,11335,1008,0.022,9.264,575,39,60,1,3,5,Special,Excellent,Offer 4,Online,69260.965,Good,Designer,Green-Houston,VISA 16 digit,Grade XII
CN39665,Kolkata,6011.35,30,No,Extended,04-12-2020,Unemployed,Male,136837,Suburban,Married,75,45934,2222,0.151,8.489,21,37,23,2,7,18,Special,Excellent,Offer 2,Branch,80975.371,Excellent,Tree surgeon,Crosby-Smith,VISA 19 digit,Diploma
CV58935,Bhopal,4203.48,33,Yes,Premium,19-07-2019,Retired,Female,445119,Suburban,Single,93,29800,8348,0.718,2.401,449,37,91,2,3,4,Corporate,Bad,Offer 4,Online,46127.948,Average,Administrator,Richardson and Neal,VISA 16 digit,Diploma
DV25873,Bengaluru,8001.07,33,No,Premium,19-07-2019,On leave,Female,431215,Urban,Single,41,46043,9219,0.833,-2.592,1599,40,63,2,9,3,Corporate,Bad,Offer 3,Other,75346.22,Bad,Astronomer,Harrison LLC,VISA 16 digit,PhD
DW57022,Delhi,8323.4,38,Yes,Basic,23-03-2020,Retired,Female,97929,Urban,Divorced,224,15903,5678,0.967,-8.23,3244,18,81,1,7,14,Corporate,Good,Offer 2,Online,58901.832,Not Given,Multimedia programmer,Marquez and Williams,Maestro,PhD
FP28281,Pune,3929.69,36,No,Premium,08-11-2020,Retired,Female,411006,Suburban,Widowed,249,12216,1964,0.722,-1.535,2470,40,57,2,2,15,Special,Good,Offer 2,Online,39401.049,Average,Illustrator,King-Espinoza,VISA 13 digit,Master
FV60939,Pune,8202.58,32,Yes,Extended,23-11-2020,On leave,Female,45902,Rural,Single,90,9175,6796,0.903,1.345,3345,12,12,0,8,5,Personal,Bad,Offer 2,Agent,98088.888,Bad,Engineer,Smith-Walters,JCB 16 digit,PhD
GH48649,Delhi,2495.09,39,No,Premium,25-04-2020,Employed,Female,41359,Suburban,Married,125,36983,756,0.939,6.52,2455,17,13,2,9,8,Personal,Bad,Offer 2,Branch,64535.623,Excellent,Civil engineer,Parks and Sanchez,JCB 16 digit,Grade XII
GS86193,Delhi,4967.95,29,No,Premium,15-04-2020,On leave,Male,170135,Urban,Single,77,33868,6739,0.701,5.92,4173,47,26,2,0,11,Corporate,Excellent,Offer 3,Agent,64196.757,Satisfactory,Research scientist (life sciences),Watson and Vasquez,JCB 16 digit,Graduate
HD67383,Bhopal,1014.49,44,Yes,Premium,01-10-2020,On leave,Male,242959,Rural,Widowed,237,10326,6573,0.471,1.756,3460,41,6,1,0,9,Privileged,Good,Offer 1,Agent,47643.652,Satisfactory,Landscape architect,Fox-Richardson,VISA 13 digit,Grade XII
IG83241,Hyderabad,6573.21,35,Yes,Premium,06-06-2018,On leave,Male,230196,Urban,Single,235,43488,4262,0.958,-0.207,8384,23,24,0,3,17,Special,Average,Offer 4,Call Center,21804.909,Not Given,Engineer,Bryant LLC,VISA 19 digit,PhD
KZ16030,Delhi,3151.81,34,Yes,Basic,02-10-2020,Retired,Female,444060,Suburban,Divorced,106,8267,9424,0.403,0.548,1740,41,64,2,9,8,Personal,Excellent,Offer 4,Agent,64551.491,Excellent,Soil scientist,Ewing Inc,VISA 19 digit,Graduate
LP72338,Mumbai,4492.09,25,No,Extended,11-11-2020,Unemployed,Female,284669,Suburban,Married,140,41750,2731,0.313,-7.651,5404,30,80,2,3,7,Privileged,Good,Offer 2,Call Center,99354.225,Average,Scientist,Bowers and Dennis,Maestro,Grade XII
NI16767,Delhi,4966.66,46,Yes,Basic,03-08-2019,Employed,Female,450248,Urban,Divorced,186,37506,3471,0.265,-8.618,3752,5,10,0,7,6,Privileged,Bad,Offer 4,Branch,70439.352,Satisfactory,Prison officer,Gomez and Daniels,Mastercard,Master
OV44508,Hyderabad,3432.73,33,Yes,Extended,05-06-2019,Employed,Female,110804,Urban,Single,198,13460,694,0.589,0.996,2015,32,76,1,6,5,Privileged,Good,Offer 1,Agent,87516.485,Horrible,Horticultural therapist,Hernandez-Kim,VISA 16 digit,Graduate
RF62440,Chennai,8890.48,35,No,Premium,23-03-2020,Employed,Male,93787,Urban,Married,129,20636,1547,0.346,-3.975,2303,7,39,2,4,8,Privileged,Excellent,Offer 2,Call Center,37518.913,Average,Adult nurse,Arnold-Ramos,JCB 16 digit,Grade XII
RN45578,Chennai,5047.14,33,No,Premium,01-07-2018,On leave,Female,431968,Suburban,Widowed,174,23744,192,0.101,5.92,5682,46,41,0,0,18,Personal,Bad,Offer 2,Other,60260.809,Horrible,IT trainer,Kirk-Rodriguez,JCB 16 digit,Diploma
TA77637,Bengaluru,2177.3,50,Yes,Basic,31-01-2020,Unemployed,Male,218207,Rural,Married,132,42244,2462,0.944,7.03,3752,8,39,0,7,18,Corporate,Average,Offer 3,Other,15640.035,Average,Contracting civil engineer,Meyer and Sons,VISA 16 digit,Graduate
TR79658,Mumbai,8511.87,34,Yes,Extended,14-06-2019,Employed,Female,157642,Suburban,Single,118,31666,9013,0.585,-8.536,9027,1,77,1,7,13,Personal,Excellent,Offer 4,Call Center,83734.749,Not Given,English as a foreign language teacher,Smith and Hudson,JCB 16 digit,Graduate
VM97458,Bhopal,7174.44,38,No,Extended,10-10-2020,Unemployed,Male,412839,Rural,Widowed,113,16488,5560,0.046,-3.148,1859,21,64,2,5,7,Corporate,Good,Offer 2,Branch,70133.435,Horrible,Copywriter,Garcia PLC,Maestro,Master
WG60846,Kolkata,9842.15,27,Yes,Premium,24-11-2018,On leave,Female,23623,Urban,Married,36,7653,8557,0.066,1.559,8499,3,52,2,8,18,Privileged,Good,Offer 1,Agent,17301.648,Satisfactory,Homeopath,Jenkins-Butler,VISA 16 digit,Grade X
WH97374,Mumbai,3858.65,36,Yes,Premium,20-11-2019,Unemployed,Female,344363,Rural,Widowed,187,12219,1658,0.21,0.318,611,20,45,1,2,12,Personal,Excellent,Offer 2,Other,88266.484,Average,Phytotherapist,Cox and Sons,VISA 19 digit,Master
XS33554,Bengaluru,5130.45,44,Yes,Premium,06-06-2020,On leave,Male,110995,Urban,Divorced,154,23535,7039,0.105,6.997,1867,42,61,1,6,15,Special,Excellent,Offer 1,Branch,47058.574,Good,Chief of Staff,Giles and Hall,JCB 16 digit,Graduate
YF91744,Delhi,6313.03,29,No,Extended,28-11-2020,Retired,Male,403432,Urban,Married,247,37836,2684,0.849,3.053,7912,0,87,2,1,15,Corporate,Good,Offer 3,Branch,51414.112,Satisfactory,Conservation officer,Wheeler and Collier,American Express,Grade X
AR98383,Bengaluru,9409.85,36,No,Extended,04-02-2019,Employed,Female,494277,Suburban,Married,150,31699,9695,0.727,5.545,7362,46,82,1,8,8,Special,Excellent,Offer 1,Agent,81863.765,Average,Professor Emeritus,Obrien and Phillips,VISA 16 digit,PhD
AZ49429,Chennai,8267.67,50,No,Premium,07-07-2020,Employed,Female,135180,Suburban,Divorced,135,38369,9886,0.282,-6.262,6710,32,89,0,0,10,Personal,Bad,Offer 1,Call Center,74879.25,Satisfactory,Investment banker,Kennedy-Morgan,VISA 16 digit,Grade XII
CG32724,Mumbai,7412.81,38,No,Extended,23-06-2018,Unemployed,Female,38920,Urban,Divorced,43,34639,530,0.893,-7.025,9059,16,0,2,0,14,Privileged,Excellent,Offer 2,Online,50622.447,Not Given,Forensic scientist,Knapp-Wilson,JCB 16 digit,Grade X
CP25572,Mumbai,1688.04,48,Yes,Premium,14-02-2019,On leave,Male,308636,Suburban,Single,47,36763,2367,0.847,7.09,1094,18,6,1,7,11,Personal,Excellent,Offer 2,Branch,60074.424,Average,Exercise physiologist,Marquez and Silva,Diners Club / Carte Blanche,Grade XII
CV35375,Mumbai,5302.55,29,No,Basic,01-12-2018,Unemployed,Female,316990,Urban,Married,97,43038,7405,0.366,3.029,901,11,75,1,9,14,Corporate,Average,Offer 3,Online,64069.279,Excellent,Scientist,Lopez Group,Maestro,Diploma
CY84014,Bengaluru,3912.56,36,Yes,Premium,09-09-2018,Retired,Male,338269,Suburban,Married,96,44854,7325,0.01,-8.144,537,15,67,2,7,4,Privileged,Average,Offer 2,Agent,60389.431,Satisfactory,Armed forces operational officer,Kelly-Hall,JCB 15 digit,Master
DD73290,Hyderabad,4367.61,34,No,Premium,23-10-2018,On leave,Male,480802,Rural,Divorced,68,31974,1788,0.895,8.62,9723,7,23,1,5,3,Special,Bad,Offer 1,Online,74022.919,Not Given,Conservation officer,Hughes-Maxwell,VISA 13 digit,PhD
DI12526,Bhopal,2235.11,32,No,Premium,18-05-2019,On leave,Male,72102,Urban,Divorced,211,34678,3629,0.26,-6.029,7768,38,54,1,2,4,Special,Average,Offer 3,Branch,41493.875,Bad,Engineer,Nguyen PLC,American Express,Grade XII
FA59450,Delhi,9391.44,26,Yes,Basic,07-01-2020,Employed,Female,228682,Suburban,Widowed,182,15858,8253,0.715,-3.52,5099,25,6,1,8,16,Privileged,Average,Offer 2,Online,52235.353,Satisfactory,Banker,Garrett-Tucker,Maestro,Graduate
FP92307,Indore,7337.68,40,No,Premium,05-07-2020,Unemployed,Male,52958,Suburban,Single,45,14698,1961,0.123,8.72,4977,29,84,2,1,7,Corporate,Average,Offer 1,Call Center,40964.133,Excellent,Chartered accountant,Tran and Pena,JCB 16 digit,Diploma
GO81922,Mumbai,9734.72,26,Yes,Extended,10-11-2018,Retired,Female,405122,Rural,Single,28,5797,1982,0.917,-9.791,2648,20,54,0,8,18,Privileged,Average,Offer 3,Call Center,11367.528,Not Given,Chief Executive Officer,Mitchell LLC,JCB 16 digit,Graduate
HM10769,Bengaluru,8879.83,36,No,Premium,07-05-2020,Employed,Female,98649,Urban,Married,61,15797,8002,0.223,4.914,2993,37,46,2,7,12,Privileged,Good,Offer 3,Online,61238.468,Average,Veterinary surgeon,Garcia PLC,JCB 16 digit,Diploma
HZ40171,Kolkata,9026.69,29,No,Premium,29-12-2019,Employed,Male,349747,Suburban,Married,41,22772,6882,0.833,-7.932,1523,14,1,0,1,3,Special,Excellent,Offer 3,Agent,91312.733,Horrible,Restaurant manager,Sanchez-Stewart,VISA 13 digit,Grade XII
IX44683,Hyderabad,5922.34,46,Yes,Premium,26-11-2020,Employed,Male,56132,Urban,Widowed,172,28086,5400,0.326,3.685,9992,27,21,1,7,16,Corporate,Bad,Offer 3,Branch,90817.138,Not Given,Surveyor,Perez and Sanders,Discover,PhD
JA98161,Pune,1299.03,30,No,Premium,30-08-2020,On leave,Female,467303,Suburban,Divorced,82,25849,9034,0.641,3.446,1497,32,95,1,4,15,Corporate,Good,Offer 1,Branch,30130.492,Excellent,Doctor,Whitaker-Knight,VISA 13 digit,Diploma
JF80761,Bengaluru,8546.7,31,No,Premium,10-03-2019,Unemployed,Female,242229,Rural,Widowed,86,44244,1838,0.453,3.584,473,27,21,2,3,7,Corporate,Bad,Offer 1,Branch,16939.349,Excellent,Clinical cytogeneticist,Hill and Foster,VISA 19 digit,Grade X
LW78329,Pune,6278.18,40,No,Basic,13-11-2020,Employed,Male,12754,Suburban,Widowed,140,15084,7360,0.726,5.065,9783,19,79,0,9,7,Personal,Average,Offer 1,Online,17572.331,Satisfactory,Theme park manager,Stevenson-Perry,American Express,PhD
MO34777,Mumbai,8676.34,33,No,Extended,25-08-2019,On leave,Female,450083,Rural,Married,141,29875,3375,0.179,-4.369,2050,28,11,1,2,7,Special,Good,Offer 4,Call Center,10808.34,Excellent,Transport planner,Le and Edwards,Maestro,Master
MY17178,Chennai,4763.47,34,Yes,Extended,01-07-2018,Retired,Female,235321,Urban,Married,118,25284,2886,0.96,7.359,8104,44,32,0,7,17,Personal,Good,Offer 3,Agent,54991.091,Good,Therapist,Mccoy-Ferguson,Maestro,Grade XII
NS78497,Chennai,7764.84,42,No,Premium,14-12-2018,Unemployed,Female,406546,Suburban,Divorced,101,19352,5250,0.661,-3.817,4135,2,50,2,1,16,Special,Good,Offer 3,Agent,24176.219,Good,Engineer,Hall and Singh,JCB 15 digit,Graduate
RG99894,Pune,9171.97,25,No,Extended,21-09-2020,Unemployed,Female,337935,Urban,Married,190,33394,2592,0.414,-9.055,7410,8,35,1,2,5,Corporate,Bad,Offer 3,Call Center,37921.834,Excellent,Editor,Lawrence and Massey,JCB 16 digit,Diploma
RS73068,Mumbai,9851.5,46,Yes,Extended,11-07-2020,On leave,Female,68599,Urban,Single,101,35212,7802,0.056,-4.268,6299,3,51,1,1,14,Corporate,Bad,Offer 4,Branch,21030.781,Bad,Hospital doctor,Henderson and Chen,JCB 16 digit,Grade X
SG36480,Indore,6356.02,48,No,Extended,11-10-2018,Employed,Female,280152,Urban,Married,90,27440,4408,0.311,-8.896,9777,36,16,0,4,8,Personal,Average,Offer 2,Branch,70314.867,Average,Education officer,Baird Ltd,JCB 16 digit,Master
ST68547,Pune,1670.98,40,Yes,Extended,25-02-2020,Unemployed,Female,141118,Suburban,Divorced,86,20256,5259,0.324,4.477,9578,40,35,0,0,8,Special,Bad,Offer 3,Other,22941.248,Horrible,English as a foreign language teacher,Collier and Sons,Maestro,Graduate
UF13565,Hyderabad,9127.03,47,Yes,Basic,12-11-2019,On leave,Male,230083,Suburban,Widowed,177,25255,5056,0.001,-6.571,5753,27,53,0,6,6,Special,Bad,Offer 4,Online,54525.146,Satisfactory,Ophthalmologist,Floyd-Little,JCB 16 digit,Diploma
UH18793,Bhopal,2187.36,36,Yes,Premium,18-11-2018,Retired,Male,268032,Rural,Married,128,17223,7261,0.395,-6.369,8509,8,67,0,2,16,Personal,Average,Offer 3,Call Center,18350.105,Excellent,Higher education careers adviser,Weiss and Love,VISA 13 digit,PhD
UP51534,Pune,6244.53,28,Yes,Premium,16-12-2019,Employed,Female,202927,Rural,Divorced,114,30733,5056,0.659,8.084,4733,31,33,0,8,12,Privileged,Bad,Offer 2,Other,17435.787,Not Given,Broadcast journalist,Jones Inc,VISA 13 digit,Grade XII
WR94043,Indore,6183.81,47,No,Extended,01-12-2018,Retired,Male,395504,Rural,Married,45,22555,3938,0.08,-9.01,3120,14,45,0,3,7,Personal,Good,Offer 3,Agent,89090.723,Satisfactory,Sports therapist,Greene LLC,VISA 16 digit,PhD
WV15498,Chennai,9797.25,40,Yes,Extended,26-11-2018,Retired,Female,270218,Suburban,Married,244,18771,7902,0.931,0.777,9217,34,87,1,1,9,Corporate,Excellent,Offer 4,Branch,40474.189,Good,Psychotherapist,Allison Group,VISA 16 digit,Grade X
XS45081,Delhi,9836.81,34,No,Basic,23-05-2020,Employed,Female,122972,Suburban,Widowed,167,41325,2167,0.299,-2.861,6142,44,94,1,4,7,Privileged,Average,Offer 2,Agent,89702.57,Good,Psychologist,Obrien Inc,JCB 16 digit,PhD
YA26490,Pune,4915.35,29,No,Basic,19-10-2020,Retired,Male,48493,Suburban,Widowed,181,44871,3667,0.248,-3.679,2110,24,17,1,7,3,Special,Bad,Offer 2,Agent,37835.238,Horrible,Financial trader,Lucero-Myers,American Express,Graduate
YH30099,Mumbai,7534.53,41,Yes,Basic,01-11-2018,Unemployed,Male,163227,Urban,Divorced,44,31795,6470,0.057,4.646,1255,44,2,1,1,8,Special,Good,Offer 1,Branch,48487.902,Excellent,Agricultural consultant,Leon and Bridges,JCB 16 digit,Grade X
ZW14050,Indore,5596.9,26,Yes,Extended,29-07-2020,On leave,Male,259648,Rural,Single,208,35615,2923,0.629,-7.86,964,17,90,1,1,3,Privileged,Average,Offer 2,Agent,20120.16,Good,Diagnostic radiographer,Kim and Long,VISA 13 digit,Graduate
AI60492,Bhopal,7951.85,25,No,Extended,12-08-2018,Retired,Female,38078,Rural,Single,46,29957,3526,0.847,-6.773,5463,2,58,1,8,5,Special,Excellent,Offer 4,Online,47122.395,Horrible,Commercial horticulturist,Howard-Rojas,VISA 19 digit,PhD
AY47959,Pune,8070.17,41,No,Premium,04-01-2019,Unemployed,Female,392958,Suburban,Single,156,14405,5217,0.603,-9.53,7677,28,45,1,2,14,Privileged,Good,Offer 2,Call Center,30426.893,Horrible,Special educational needs teacher,Freeman Inc,Diners Club / Carte Blanche,Graduate
CW93014,Chennai,9744.21,26,Yes,Basic,26-01-2020,Retired,Female,358134,Suburban,Married,128,26944,166,0.541,-2.66,1074,45,15,0,9,18,Corporate,Excellent,Offer 4,Agent,44952.714,Excellent,Scientist,Black and Steele,Diners Club / Carte Blanche,Grade XII
FB54855,Chennai,5924.57,31,No,Extended,14-03-2019,Retired,Male,159118,Suburban,Divorced,97,26834,9912,0.433,-5.934,803,12,55,1,8,8,Personal,Excellent,Offer 2,Agent,39164.879,Not Given,Hydrologist,Miller-Davis,VISA 13 digit,PhD
FG21447,Hyderabad,2334.86,38,Yes,Premium,15-06-2019,Retired,Female,400502,Rural,Single,248,17683,5863,0.619,4.089,3784,42,76,2,0,10,Privileged,Good,Offer 4,Agent,90121.799,Horrible,Scientist,Tate PLC,JCB 16 digit,Diploma
FY32378,Bengaluru,3560.66,33,Yes,Premium,02-03-2019,On leave,Male,282317,Rural,Single,73,31804,4626,0.972,-4.263,8958,17,35,2,6,14,Personal,Bad,Offer 1,Branch,50491.687,Horrible,Tourist information centre manager,Jones and Owens,JCB 16 digit,Grade X
GS58799,Chennai,7531.93,44,Yes,Basic,19-09-2020,Retired,Female,179717,Urban,Widowed,201,39823,9548,0.449,6.446,73,41,51,2,4,8,Corporate,Bad,Offer 4,Agent,72872.084,Good,Tax inspector,Boone LLC,JCB 15 digit,Grade X
HJ58383,Delhi,6589.43,43,Yes,Basic,24-10-2018,Unemployed,Male,368809,Urban,Divorced,60,25428,4186,0.581,-4.76,7006,17,88,0,6,17,Personal,Bad,Offer 1,Branch,58245.863,Not Given,Psychologist,Mata and Walls,VISA 13 digit,Diploma
HZ39854,Bhopal,7105.95,26,No,Premium,01-05-2019,On leave,Male,469952,Rural,Divorced,214,35320,4201,0.954,5.233,2169,1,96,1,0,16,Corporate,Excellent,Offer 1,Call Center,58579.659,Good,Nutritional therapist,Cross and Bowman,JCB 16 digit,Grade X
HZ99328,Bengaluru,3302.92,30,No,Premium,27-07-2020,On leave,Male,411193,Rural,Divorced,212,7245,8506,0.294,-8.93,4330,28,33,1,5,15,Special,Excellent,Offer 4,Call Center,32218.908,Satisfactory,Engineer,Parker and Brooks,VISA 13 digit,Grade XII
IH23338,Indore,7342.39,49,No,Premium,24-01-2020,On leave,Male,262946,Suburban,Single,133,12075,4625,0.225,-6.414,9039,30,41,0,8,9,Special,Bad,Offer 4,Other,77188.078,Bad,Hydrographic surveyor,Mcgee-Parker,VISA 16 digit,Diploma
IW61735,Bhopal,9969.77,38,No,Basic,03-09-2020,On leave,Male,34583,Rural,Single,178,22479,3574,0.608,-5.559,1955,14,93,0,0,7,Special,Average,Offer 3,Online,19531.342,Excellent,Consulting civil engineer,Peterson LLC,Discover,Grade X
JC92556,Bhopal,5519.47,45,Yes,Basic,19-12-2020,On leave,Male,155905,Urban,Widowed,148,30097,2511,0.528,-7.393,6896,4,34,0,5,11,Corporate,Bad,Offer 4,Branch,59878.645,Satisfactory,Teacher,Wilson and Williams,Mastercard,Master
JC97139,Hyderabad,1767.01,35,No,Basic,07-08-2018,Retired,Male,292566,Rural,Single,104,16664,7362,0.739,6.82,1022,29,17,1,2,6,Personal,Average,Offer 3,Agent,38272.079,Good,Water quality scientist,Robertson and Rosales,VISA 16 digit,Grade X
JS87583,Chennai,9644.75,25,Yes,Premium,26-10-2018,Employed,Female,287267,Suburban,Widowed,219,18831,7208,0.367,-7.685,7920,42,2,0,5,9,Privileged,Average,Offer 3,Branch,65966.653,Bad,Leisure centre manager,Edwards Ltd,JCB 16 digit,Master
KP90357,Pune,4261.13,25,Yes,Basic,05-08-2018,Unemployed,Female,320291,Urban,Married,34,30815,4044,0.706,0.012,7871,3,93,0,3,10,Special,Average,Offer 2,Agent,75399.009,Excellent,Theme park manager,Eaton-Murillo,Maestro,Master
KQ14837,Delhi,5322.64,49,Yes,Extended,16-08-2020,Unemployed,Male,25980,Rural,Married,180,42673,5874,0.838,5.66,7261,20,77,2,5,7,Special,Good,Offer 3,Agent,59522.215,Bad,Psychiatrist,Franklin-Grant,Discover,Grade X
KQ17596,Pune,9576.52,38,Yes,Basic,15-08-2020,On leave,Male,341309,Urban,Divorced,54,15193,2774,0.733,-4.011,9641,14,37,0,0,15,Privileged,Good,Offer 3,Online,18015.704,Satisfactory,Automotive engineer,Hancock PLC,JCB 15 digit,Grade X
KQ61188,Bhopal,8182.53,28,Yes,Basic,27-02-2019,Retired,Male,393431,Rural,Married,83,25268,6023,0.26,-5.458,1681,13,68,2,3,12,Special,Excellent,Offer 1,Other,43774.923,Excellent,Chartered legal executive (England and Wales),Walker and Brown,VISA 16 digit,Graduate
LY37791,Kolkata,4351.91,29,No,Extended,21-12-2019,On leave,Male,95261,Rural,Married,72,19801,3349,0.515,0.221,4485,46,43,1,8,14,Special,Good,Offer 3,Call Center,12624.847,Good,Engineer,Sanders PLC,VISA 16 digit,Grade XII
MO56577,Kolkata,8954.89,25,No,Premium,25-06-2018,Retired,Female,318564,Rural,Married,48,22178,9009,0.856,2.603,9913,3,6,2,6,4,Corporate,Excellent,Offer 4,Agent,30822.439,Bad,Embryologist,Davis and Sons,VISA 16 digit,Graduate
MS88492,Mumbai,7939.51,33,Yes,Extended,02-03-2019,Unemployed,Male,338699,Suburban,Single,62,34358,9952,0.229,-1.576,9985,34,19,1,0,14,Corporate,Good,Offer 1,Call Center,64854.29,Good,Social researcher,Wheeler and Barber,VISA 16 digit,Grade X
NJ68509,Delhi,8410.24,44,No,Basic,19-07-2019,On leave,Male,408413,Rural,Divorced,112,6594,8526,0.048,-4.735,7779,29,17,0,5,16,Privileged,Good,Offer 3,Other,68346.825,Good,Public librarian,Cummings Group,Maestro,Grade XII
NW84525,Mumbai,3675.81,40,No,Premium,30-04-2020,Unemployed,Female,154589,Suburban,Married,187,6578,6169,0.438,7.079,7458,18,12,1,4,16,Corporate,Bad,Offer 4,Agent,36660.094,Satisfactory,Immunologist,Day-Schwartz,VISA 13 digit,Diploma
UE67590,Bhopal,2730.26,49,Yes,Extended,17-08-2019,Unemployed,Male,358197,Urban,Divorced,61,18230,2024,0.09,-0.258,2284,13,60,0,6,17,Privileged,Average,Offer 3,Branch,59183.621,Good,Programme researcher,Smith Group,VISA 13 digit,Grade XII
UM84082,Mumbai,5055.86,44,No,Extended,21-10-2020,Retired,Female,470577,Urban,Single,248,17385,1234,0.529,-6.502,7038,46,27,2,0,11,Corporate,Good,Offer 4,Online,47454.145,Satisfactory,Speech and language therapist,Wilson-White,VISA 19 digit,PhD
